0.02	11.8472
0.02	9.9396
0.04	10.7856
0.04	11.088
0.22	11.6908
0.33	10.654
0.43	10.3045
0.48	12.8019
0.49	8.98771
0.5	12.7361
0.71	10.6801
0.72	11.1518
0.73	10.7131
1.01	13.1611
1.12	14.1837
1.17	10.1562
1.18	12.2257
1.46	13.2011
1.47	14.584
1.51	11.1323
1.58	10.693
1.96	14.4314
2.09	12.5695
2.17	12.8658
2.17	12.9958
2.37	15.5501
2.43	12.8214
2.5	15.5872
2.55	14.8117
2.69	10.8949
2.86	13.1379
2.91	14.3221
3.03	14.0613
3.36	14.852
3.39	13.6699
3.44	11.1741
3.45	11.9633
3.79	13.4498
3.82	14.1159
3.82	10.8178
3.84	15.4405
4.12	11.6955
4.15	13.8362
4.31	14.3272
4.33	15.1445
4.38	11.1508
4.4	14.5243
4.48	12.1562
4.86	11.929
4.89	16.2697
5.13	15.4954
5.21	13.4714
5.26	13.1097
5.34	16.4195
5.41	15.5222
5.48	13.7272
5.57	17.4514
5.59	13.0074
5.62	16.0547
5.85	14.813
5.89	17.3677
5.9	18.0103
6.07	13.0039
6.08	14.7667
6.2	13.8605
6.2	16.2781
6.25	14.5951
6.32	18.6468
6.34	17.3806
6.37	15.3047
6.43	14.2556
6.44	17.0941
6.54	17.9696
6.57	17.6955
6.74	14.2603
6.8	19.7153
7.05	15.792
7.34	19.4855
7.43	21.2761
7.57	15.9358
7.71	16.2687
7.8	20.8664
8.09	20.3966
8.09	16.5842
8.34	22.3001
8.39	19.2497
8.52	17.5687
8.56	18.3549
8.62	17.4066
8.67	19.9358
8.79	19.7707
9.1	17.0888
9.16	21.3639
9.21	20.7827
9.49	18.0651
9.61	18.2603
9.68	15.9306
9.83	17.2978
9.87	22.744
9.91	17.1104
