0.03	10.06
0.24	10.1634
0.25	10.3924
0.37	10.4097
0.38	10.7509
0.43	10.8469
0.44	10.7573
0.5	10.8696
0.6	10.9413
0.73	11.1689
0.74	11.4143
0.84	11.353
0.89	11.6671
0.9	11.3328
0.98	11.8105
1.01	11.6197
1.07	11.7083
1.12	11.5393
1.13	11.7937
1.44	12.1828
1.47	12.2156
1.6	12.3476
1.61	12.6092
1.66	12.1498
1.66	12.5295
1.71	12.1923
1.84	12.5479
1.88	12.3193
1.93	12.3515
2.22	12.8864
2.28	12.9085
2.52	13.1023
2.57	12.7176
2.63	12.9884
2.63	12.5948
2.75	12.7377
2.82	13.0047
2.93	13.14
3.04	12.7472
3.15	12.8788
3.22	13.1417
3.46	13.0155
3.5	13.0177
3.58	13.1555
3.94	13.2238
3.94	12.827
3.98	13.2364
4.03	12.7238
4.04	12.8599
4.07	13.1366
4.07	12.7386
4.34	12.8722
4.52	13.2677
4.54	13.5548
4.57	13.5801
4.76	13.4859
4.79	13.6551
5.03	13.5168
5.08	14.0053
5.24	13.8009
5.32	14.064
5.4	14.1884
5.56	14.4513
5.64	14.8899
5.69	14.8284
5.81	14.7401
5.83	15.3922
5.92	15.0978
5.94	14.9794
5.95	15.4667
5.97	15.0354
6	15.7206
6.17	15.5753
6.23	16.0151
6.43	16.079
6.44	16.4302
6.5	16.3808
6.57	16.3473
6.6	16.9115
6.77	16.5483
6.84	17.0211
6.89	16.9364
6.91	16.9717
7.54	18.3062
7.74	18.3588
7.81	18.0567
7.92	18.7286
7.95	18.7559
8.58	19.1345
8.58	18.9413
8.76	18.7956
8.87	19.0088
8.89	19.3997
9.03	19.2205
9.06	18.6401
9.33	19.4246
9.43	18.842
9.77	19.2373
9.86	19.244
9.93	18.8626
